ma_tin,tinh_thanh,loai_bat_dong_san,dien_tich_m2,so_phong_ngu,huong_nha,thang_dang_tin,nam_dang_tin,gia_ban_ty_vnd
BDS_5095,Hà Nội,Đất nền,36,2,Chính Đông,3,2026,3.75
BDS_5096,TP. Hồ Chí Minh,Biệt thự,100,3,Tây Bắc,12,2025,32.11
BDS_5097,Đà Nẵng,Nhà mặt phố,81,5,Chính Đông,11,2024,5.58
BDS_5098,Hà Nội,Biệt thự,61,2,Đông Nam,3,2025,11.1
BDS_5099,TP. Hồ Chí Minh,Nhà mặt phố,81,4,Tây Bắc,12,2025,16.92
BDS_5100,Hà Nội,Đất nền,242,2,Tây Nam,5,2024,15.54
BDS_5101,TP. Hồ Chí Minh,Chung cư,61,5,Tây Bắc,11,2024,3.97
BDS_5102,TP. Hồ Chí Minh,Đất nền,310,1,Tây Bắc,1,2026,34.67
BDS_5103,TP. Hồ Chí Minh,Đất nền,265,5,Tây Bắc,8,2025,24.62
BDS_5104,Hà Nội,Đất nền,336,3,Chính Nam,6,2025,45.28
BDS_5105,Hà Nội,Đất nền,126,4,Đông Nam,3,2026,18.18
BDS_5106,Hà Nội,Chung cư,190,5,Đông Nam,1,2024,7.7
BDS_5107,Hà Nội,Nhà mặt phố,275,2,Chính Đông,3,2025,49.38
BDS_5108,Hà Nội,Chung cư,148,1,Chính Đông,3,2026,12.15
BDS_5109,TP. Hồ Chí Minh,Chung cư,67,1,Tây Bắc,3,2025,5.03
BDS_5110,Bình Dương,Chung cư,270,5,Chính Đông,9,2024,11.13
BDS_5111,Bình Dương,Chung cư,193,1,Chính Nam,7,2024,9.57
BDS_5112,Đà Nẵng,Nhà mặt phố,54,3,Tây Bắc,3,2024,3.73
BDS_5113,TP. Hồ Chí Minh,Nhà mặt phố,99,5,Tây Bắc,7,2025,13.23
BDS_5114,TP. Hồ Chí Minh,Chung cư,104,5,Tây Nam,5,2025,5.26
BDS_5115,Hà Nội,Nhà mặt phố,58,4,Chính Đông,3,2026,6.94
BDS_5116,TP. Hồ Chí Minh,Chung cư,208,2,Chính Nam,2,2026,13.3
BDS_5117,TP. Hồ Chí Minh,Chung cư,257,4,Đông Nam,1,2026,9.79
BDS_5118,TP. Hồ Chí Minh,Đất nền,56,2,Tây Bắc,12,2025,3.76
BDS_5119,TP. Hồ Chí Minh,Chung cư,31,2,Tây Bắc,12,2024,1.02
BDS_5120,Hà Nội,Nhà mặt phố,38,4,Chính Nam,12,2025,6.32
BDS_5121,Hà Nội,Chung cư,144,2,Chính Nam,10,2025,7.09
BDS_5122,Bình Dương,Nhà mặt phố,117,3,Đông Nam,2,2026,14.81
BDS_5123,Hà Nội,Chung cư,140,4,Chính Nam,4,2025,8.03
BDS_5124,TP. Hồ Chí Minh,Chung cư,300,2,Tây Nam,9,2025,12.66
BDS_5125,Thái Nguyên,Chung cư,287,1,Đông Nam,4,2025,10.77
BDS_5126,TP. Hồ Chí Minh,Đất nền,334,4,Chính Nam,4,2026,46.76
BDS_5127,TP. Hồ Chí Minh,Chung cư,175,5,Chính Đông,7,2024,8.57
BDS_5128,Hà Nội,Chung cư,103,5,Chính Đông,1,2024,5.73
BDS_5129,Hà Nội,Chung cư,291,1,Đông Nam,2,2026,18.54
BDS_5130,Đà Nẵng,Nhà mặt phố,50,5,Chính Đông,5,2025,4.99
BDS_5131,TP. Hồ Chí Minh,Chung cư,308,1,Tây Bắc,5,2025,20.62
BDS_5132,TP. Hồ Chí Minh,Chung cư,68,1,Tây Nam,9,2025,3.65
BDS_5133,Hà Nội,Biệt thự,348,2,Chính Nam,1,2025,92.71
BDS_5134,Hà Nội,Chung cư,79,3,Tây Bắc,1,2025,4.58
BDS_5135,Bình Dương,Nhà mặt phố,127,1,Tây Bắc,12,2025,11.15
BDS_5136,Hà Nội,Biệt thự,228,1,Tây Nam,8,2024,44.62
BDS_5137,TP. Hồ Chí Minh,Chung cư,35,4,Chính Đông,9,2025,2.08
BDS_5138,Hà Nội,Nhà mặt phố,175,2,Đông Nam,3,2026,31.06
BDS_5139,TP. Hồ Chí Minh,Chung cư,320,1,Chính Nam,11,2024,14.24
BDS_5140,Bình Dương,Biệt thự,76,3,Chính Đông,11,2025,8.26
BDS_5141,TP. Hồ Chí Minh,Biệt thự,96,3,Tây Nam,10,2024,15.16
BDS_5142,Hà Nội,Chung cư,94,4,Chính Đông,1,2025,6.53
BDS_5143,TP. Hồ Chí Minh,Chung cư,160,2,Tây Bắc,11,2025,9.83
BDS_5144,TP. Hồ Chí Minh,Nhà mặt phố,239,4,Tây Nam,5,2024,46.77
BDS_5145,TP. Hồ Chí Minh,Biệt thự,44,5,Tây Nam,11,2024,7.93
BDS_5146,Đà Nẵng,Chung cư,66,2,Tây Nam,7,2025,1.71
BDS_5147,TP. Hồ Chí Minh,Biệt thự,302,4,Tây Bắc,8,2024,46.16
BDS_5148,Thái Nguyên,Đất nền,144,2,Đông Nam,3,2024,8.66
BDS_5149,TP. Hồ Chí Minh,Chung cư,301,1,Chính Nam,5,2026,13.53
BDS_5150,Hà Nội,Đất nền,314,5,Đông Nam,11,2025,42.76
BDS_5151,Hà Nội,Chung cư,245,2,Tây Bắc,6,2024,8.58
BDS_5152,Hà Nội,Nhà mặt phố,49,2,Đông Nam,1,2025,5.49
BDS_5153,Thái Nguyên,Chung cư,178,5,Đông Nam,12,2025,5.6
BDS_5154,TP. Hồ Chí Minh,Nhà mặt phố,180,1,Tây Nam,10,2024,19.0
BDS_5155,TP. Hồ Chí Minh,Nhà mặt phố,140,3,Tây Nam,3,2026,18.74
BDS_5156,Hà Nội,Nhà mặt phố,340,5,Chính Đông,4,2025,43.73
BDS_5157,Hà Nội,Nhà mặt phố,218,5,Tây Nam,2,2026,22.27
BDS_5158,TP. Hồ Chí Minh,Nhà mặt phố,66,4,Tây Nam,3,2024,11.44
BDS_5159,TP. Hồ Chí Minh,Biệt thự,302,1,Tây Bắc,6,2025,71.93
BDS_5160,Hà Nội,Đất nền,335,1,Tây Bắc,4,2024,38.34
BDS_5161,TP. Hồ Chí Minh,Nhà mặt phố,302,1,Chính Nam,2,2026,50.33
BDS_5162,Hà Nội,Chung cư,328,4,Chính Nam,7,2024,17.82
BDS_5163,Hà Nội,Chung cư,181,5,Tây Nam,3,2024,11.15
BDS_5164,TP. Hồ Chí Minh,Chung cư,319,1,Chính Đông,4,2025,23.07
BDS_5165,Hà Nội,Nhà mặt phố,253,1,Tây Bắc,3,2026,51.72
BDS_5166,Bình Dương,Nhà mặt phố,270,1,Chính Đông,1,2024,23.09
BDS_5167,Hà Nội,Nhà mặt phố,117,3,Tây Nam,6,2025,19.38
BDS_5168,Hà Nội,Biệt thự,270,1,Chính Đông,8,2024,37.59
BDS_5169,Hà Nội,Chung cư,285,2,Đông Nam,11,2025,18.79
BDS_5170,TP. Hồ Chí Minh,Nhà mặt phố,251,3,Chính Nam,4,2024,31.85
BDS_5171,TP. Hồ Chí Minh,Đất nền,343,3,Tây Bắc,12,2025,34.93
BDS_5172,TP. Hồ Chí Minh,Nhà mặt phố,153,1,Chính Đông,6,2024,30.5
BDS_5173,Hà Nội,Nhà mặt phố,285,4,Chính Nam,4,2025,50.87
BDS_5174,Hà Nội,Biệt thự,285,5,Đông Nam,1,2025,82.25
BDS_5175,TP. Hồ Chí Minh,Nhà mặt phố,122,4,Tây Bắc,5,2024,21.35
BDS_5176,Đà Nẵng,Đất nền,113,4,Đông Nam,6,2025,8.67
BDS_5177,Thái Nguyên,Biệt thự,301,5,Tây Nam,10,2025,19.2
BDS_5178,Hà Nội,Nhà mặt phố,229,3,Chính Đông,9,2025,35.9
BDS_5179,TP. Hồ Chí Minh,Chung cư,159,3,Tây Nam,1,2026,12.0
BDS_5180,Thái Nguyên,Đất nền,245,4,Tây Nam,12,2025,14.98
BDS_5181,Hà Nội,Đất nền,237,5,Đông Nam,3,2025,30.12
BDS_5182,Đà Nẵng,Chung cư,159,3,Chính Đông,1,2026,4.59
BDS_5183,Hà Nội,Nhà mặt phố,327,1,Chính Nam,3,2026,47.39
BDS_5184,Bình Dương,Nhà mặt phố,280,2,Đông Nam,4,2025,35.08
BDS_5185,TP. Hồ Chí Minh,Đất nền,269,2,Chính Nam,4,2025,19.68
BDS_5186,Bình Dương,Chung cư,33,5,Tây Bắc,11,2025,1.26
BDS_5187,TP. Hồ Chí Minh,Nhà mặt phố,39,3,Tây Nam,12,2024,7.26
BDS_5188,Hà Nội,Nhà mặt phố,144,4,Tây Nam,5,2024,23.92
BDS_5189,Bình Dương,Nhà mặt phố,308,1,Tây Nam,6,2024,22.74
BDS_5190,Hà Nội,Biệt thự,235,4,Tây Bắc,3,2026,78.07
BDS_5191,Hà Nội,Biệt thự,103,4,Tây Nam,3,2025,13.65
BDS_5192,TP. Hồ Chí Minh,Chung cư,345,2,Đông Nam,3,2026,17.7
BDS_5193,TP. Hồ Chí Minh,Chung cư,312,5,Chính Đông,12,2025,16.22
BDS_5194,Bình Dương,Chung cư,121,2,Tây Bắc,8,2025,4.51
BDS_5195,Hà Nội,Nhà mặt phố,107,5,Đông Nam,3,2026,15.06
BDS_5196,TP. Hồ Chí Minh,Nhà mặt phố,292,2,Chính Đông,6,2024,44.36
BDS_5197,TP. Hồ Chí Minh,Nhà mặt phố,68,4,Đông Nam,12,2025,12.58
BDS_5198,Hà Nội,Chung cư,227,5,Chính Nam,2,2024,13.35
BDS_5199,Hà Nội,Chung cư,320,4,Tây Bắc,6,2024,18.51
BDS_5200,Hà Nội,Chung cư,183,5,Chính Đông,6,2025,7.27
BDS_5201,Hà Nội,Nhà mặt phố,167,2,Chính Đông,1,2025,31.33
BDS_5202,Bình Dương,Nhà mặt phố,42,2,Tây Nam,8,2024,3.41
BDS_5203,TP. Hồ Chí Minh,Chung cư,328,2,Chính Nam,3,2026,24.58
BDS_5204,TP. Hồ Chí Minh,Chung cư,146,5,Chính Nam,8,2024,10.11
BDS_5205,Bình Dương,Đất nền,41,3,Đông Nam,2,2024,2.96
BDS_5206,Hà Nội,Đất nền,199,1,Chính Đông,6,2024,15.68
BDS_5207,Đà Nẵng,Chung cư,189,5,Chính Nam,8,2025,9.05
BDS_5208,TP. Hồ Chí Minh,Nhà mặt phố,173,5,Chính Đông,12,2024,30.81
BDS_5209,Đà Nẵng,Chung cư,192,3,Chính Nam,6,2025,4.97
BDS_5210,Hà Nội,Chung cư,152,2,Đông Nam,3,2026,7.79
BDS_5211,Bình Dương,Đất nền,120,4,Chính Đông,6,2024,4.97
BDS_5212,Hà Nội,Chung cư,198,1,Chính Đông,7,2024,8.36
BDS_5213,Hà Nội,Nhà mặt phố,275,3,Chính Nam,8,2025,41.73
BDS_5214,TP. Hồ Chí Minh,Biệt thự,332,4,Tây Bắc,10,2025,71.05
BDS_5215,Hà Nội,Đất nền,168,4,Đông Nam,12,2024,19.86
BDS_5216,TP. Hồ Chí Minh,Nhà mặt phố,273,5,Tây Bắc,1,2025,27.12
BDS_5217,TP. Hồ Chí Minh,Chung cư,292,1,Tây Bắc,2,2024,15.15
BDS_5218,TP. Hồ Chí Minh,Chung cư,92,1,Đông Nam,3,2026,7.07
BDS_5219,Hà Nội,Đất nền,157,1,Tây Bắc,2,2025,16.83
BDS_5220,Hà Nội,Chung cư,268,3,Đông Nam,10,2024,16.82
BDS_5221,Hà Nội,Chung cư,302,3,Chính Đông,4,2025,11.19
BDS_5222,TP. Hồ Chí Minh,Chung cư,272,5,Chính Đông,3,2026,13.92
BDS_5223,Hà Nội,Chung cư,271,1,Chính Nam,11,2025,10.47
BDS_5224,Hà Nội,Nhà mặt phố,182,4,Tây Nam,5,2024,24.46
BDS_5225,Hà Nội,Đất nền,88,2,Tây Bắc,4,2025,6.63
BDS_5226,Hà Nội,Biệt thự,259,5,Chính Nam,7,2024,35.4
BDS_5227,TP. Hồ Chí Minh,Đất nền,66,2,Tây Nam,4,2026,7.86
BDS_5228,Thái Nguyên,Chung cư,103,2,Đông Nam,8,2024,3.35
BDS_5229,Hà Nội,Chung cư,211,5,Tây Nam,12,2025,16.96
BDS_5230,TP. Hồ Chí Minh,Chung cư,137,1,Chính Nam,8,2024,10.22
BDS_5231,TP. Hồ Chí Minh,Chung cư,140,3,Chính Đông,3,2026,9.69
BDS_5232,TP. Hồ Chí Minh,Nhà mặt phố,279,5,Chính Đông,2,2025,26.38
BDS_5233,TP. Hồ Chí Minh,Biệt thự,41,4,Chính Nam,1,2024,5.4
BDS_5234,TP. Hồ Chí Minh,Nhà mặt phố,294,4,Chính Nam,11,2025,31.98
BDS_5235,TP. Hồ Chí Minh,Đất nền,317,5,Tây Nam,2,2024,21.05
BDS_5236,Hà Nội,Nhà mặt phố,268,5,Đông Nam,5,2025,23.9
BDS_5237,TP. Hồ Chí Minh,Nhà mặt phố,111,2,Tây Nam,4,2025,13.74
BDS_5238,TP. Hồ Chí Minh,Biệt thự,136,3,Tây Nam,7,2025,27.28
BDS_5239,Hà Nội,Đất nền,190,1,Chính Nam,3,2026,22.88
BDS_5240,Hà Nội,Nhà mặt phố,191,4,Tây Bắc,5,2025,19.75
BDS_5241,Bình Dương,Chung cư,224,3,Chính Đông,11,2024,6.33
BDS_5242,TP. Hồ Chí Minh,Chung cư,158,2,Chính Nam,8,2024,9.37
BDS_5243,TP. Hồ Chí Minh,Đất nền,162,3,Tây Nam,10,2025,17.13
BDS_5244,Thái Nguyên,Chung cư,67,1,Tây Bắc,3,2026,2.05
BDS_5245,TP. Hồ Chí Minh,Nhà mặt phố,50,5,Tây Nam,5,2024,5.83
BDS_5246,TP. Hồ Chí Minh,Nhà mặt phố,88,5,Tây Nam,3,2026,11.25
BDS_5247,TP. Hồ Chí Minh,Đất nền,123,5,Chính Đông,8,2025,11.37
BDS_5248,Đà Nẵng,Chung cư,305,2,Đông Nam,7,2024,11.51
BDS_5249,TP. Hồ Chí Minh,Chung cư,72,1,Tây Bắc,3,2026,5.48
BDS_5250,TP. Hồ Chí Minh,Đất nền,261,3,Đông Nam,2,2025,24.8
BDS_5251,Hà Nội,Nhà mặt phố,347,4,Chính Đông,12,2025,60.71
BDS_5252,Bình Dương,Chung cư,287,2,Chính Đông,1,2026,15.62
BDS_5253,TP. Hồ Chí Minh,Biệt thự,328,1,Chính Đông,11,2025,71.43
BDS_5254,Hà Nội,Đất nền,315,4,Chính Nam,7,2025,19.91
BDS_5255,Đà Nẵng,Nhà mặt phố,196,5,Chính Đông,10,2025,21.09
BDS_5256,TP. Hồ Chí Minh,Đất nền,223,1,Tây Nam,6,2025,17.65
BDS_5257,Hà Nội,Chung cư,32,3,Tây Nam,11,2025,1.85
BDS_5258,TP. Hồ Chí Minh,Biệt thự,233,2,Chính Đông,3,2026,39.6
BDS_5259,TP. Hồ Chí Minh,Biệt thự,128,1,Tây Bắc,9,2025,28.82
BDS_5260,Đà Nẵng,Nhà mặt phố,158,5,Đông Nam,4,2024,14.86
BDS_5261,Hà Nội,Nhà mặt phố,158,2,Tây Nam,12,2025,16.98
BDS_5262,Đà Nẵng,Đất nền,314,4,Tây Nam,6,2025,22.42
BDS_5263,TP. Hồ Chí Minh,Nhà mặt phố,257,5,Chính Nam,3,2025,51.52
BDS_5264,Hà Nội,Nhà mặt phố,294,4,Tây Nam,3,2025,54.77
BDS_5265,Bình Dương,Nhà mặt phố,169,5,Tây Nam,4,2025,22.4
BDS_5266,TP. Hồ Chí Minh,Chung cư,342,3,Chính Đông,11,2024,19.91
BDS_5267,Hà Nội,Nhà mặt phố,259,2,Đông Nam,1,2024,35.64
BDS_5268,TP. Hồ Chí Minh,Nhà mặt phố,145,1,Chính Đông,10,2025,19.18
BDS_5269,Đà Nẵng,Chung cư,257,4,Tây Bắc,4,2024,12.84
BDS_5270,Hà Nội,Đất nền,139,4,Tây Nam,2,2024,8.32
BDS_5271,Hà Nội,Nhà mặt phố,108,4,Tây Bắc,8,2024,14.39
BDS_5272,Hà Nội,Nhà mặt phố,343,3,Tây Bắc,9,2024,62.03
BDS_5273,Hà Nội,Chung cư,87,3,Tây Nam,3,2026,6.17
BDS_5274,TP. Hồ Chí Minh,Nhà mặt phố,197,3,Tây Nam,2,2025,26.16
BDS_5275,TP. Hồ Chí Minh,Đất nền,73,5,Chính Nam,2,2024,7.42
BDS_5276,Hà Nội,Nhà mặt phố,128,3,Chính Đông,8,2025,13.53
BDS_5277,Hà Nội,Nhà mặt phố,348,2,Chính Nam,3,2026,66.98
BDS_5278,Hà Nội,Đất nền,180,2,Tây Bắc,7,2025,19.5
BDS_5279,Bình Dương,Chung cư,306,5,Chính Nam,2,2025,7.0
BDS_5280,Hà Nội,Chung cư,173,4,Tây Bắc,9,2025,6.26
BDS_5281,Bình Dương,Chung cư,97,3,Chính Đông,1,2025,4.0
BDS_5282,TP. Hồ Chí Minh,Nhà mặt phố,37,3,Tây Bắc,2,2026,7.66
BDS_5283,Hà Nội,Đất nền,331,3,Tây Bắc,6,2024,32.8
BDS_5284,Thái Nguyên,Nhà mặt phố,66,4,Tây Nam,2,2025,4.71
BDS_5285,TP. Hồ Chí Minh,Chung cư,93,2,Tây Nam,10,2025,4.93
BDS_5286,TP. Hồ Chí Minh,Chung cư,109,4,Chính Đông,4,2025,7.66
BDS_5287,Bình Dương,Chung cư,247,2,Tây Bắc,2,2025,12.73
BDS_5288,Hà Nội,Chung cư,247,4,Tây Nam,6,2025,11.71
BDS_5289,Hà Nội,Nhà mặt phố,111,5,Tây Nam,9,2024,18.75
BDS_5290,TP. Hồ Chí Minh,Chung cư,208,4,Đông Nam,3,2026,16.07
BDS_5291,Hà Nội,Nhà mặt phố,320,1,Tây Nam,9,2025,58.64
BDS_5292,Hà Nội,Biệt thự,49,4,Đông Nam,5,2026,13.15
BDS_5293,Hà Nội,Chung cư,152,3,Tây Bắc,1,2024,9.54
BDS_5294,Hà Nội,Đất nền,305,2,Đông Nam,9,2024,22.59
BDS_5295,TP. Hồ Chí Minh,Nhà mặt phố,104,4,Chính Đông,3,2024,18.44
BDS_5296,Hà Nội,Đất nền,92,2,Tây Bắc,5,2025,7.92
BDS_5297,TP. Hồ Chí Minh,Chung cư,106,1,Tây Nam,1,2024,5.26
BDS_5298,TP. Hồ Chí Minh,Biệt thự,298,1,Đông Nam,12,2025,60.25
BDS_5299,TP. Hồ Chí Minh,Biệt thự,115,1,Chính Đông,5,2026,33.59
BDS_5300,Hà Nội,Biệt thự,184,4,Đông Nam,10,2024,43.52
BDS_5301,TP. Hồ Chí Minh,Đất nền,344,3,Đông Nam,2,2024,36.62
BDS_5302,Hà Nội,Chung cư,244,1,Tây Bắc,9,2025,12.65
BDS_5303,TP. Hồ Chí Minh,Chung cư,320,3,Đông Nam,2,2025,26.51
BDS_5304,Thái Nguyên,Biệt thự,212,3,Tây Bắc,3,2026,25.02
BDS_5305,TP. Hồ Chí Minh,Chung cư,288,4,Chính Đông,5,2024,13.41
BDS_5306,TP. Hồ Chí Minh,Chung cư,199,1,Đông Nam,12,2024,12.22
BDS_5307,TP. Hồ Chí Minh,Chung cư,324,1,Đông Nam,1,2024,24.92
BDS_5308,Hà Nội,Nhà mặt phố,329,2,Chính Đông,1,2026,70.82
BDS_5309,Thái Nguyên,Nhà mặt phố,236,4,Tây Nam,3,2026,23.46
BDS_5310,Thái Nguyên,Biệt thự,223,3,Tây Bắc,12,2025,17.16
BDS_5311,Hà Nội,Đất nền,212,1,Chính Đông,4,2025,26.16
BDS_5312,TP. Hồ Chí Minh,Nhà mặt phố,60,4,Tây Bắc,10,2024,6.17
BDS_5313,Bình Dương,Nhà mặt phố,190,2,Tây Bắc,7,2024,11.89
BDS_5314,Bình Dương,Nhà mặt phố,171,2,Tây Nam,5,2026,21.59
BDS_5315,TP. Hồ Chí Minh,Chung cư,251,3,Đông Nam,3,2024,19.23
BDS_5316,TP. Hồ Chí Minh,Đất nền,127,3,Tây Nam,8,2024,17.53
BDS_5317,Hà Nội,Nhà mặt phố,268,1,Tây Nam,1,2026,46.21
BDS_5318,Bình Dương,Nhà mặt phố,58,1,Tây Bắc,3,2025,7.29
BDS_5319,Hà Nội,Chung cư,37,2,Tây Nam,11,2024,2.68
BDS_5320,TP. Hồ Chí Minh,Nhà mặt phố,78,1,Đông Nam,3,2026,10.9
BDS_5321,Hà Nội,Chung cư,173,4,Tây Bắc,11,2024,11.45
BDS_5322,Hà Nội,Chung cư,118,3,Chính Đông,7,2025,3.84
BDS_5323,TP. Hồ Chí Minh,Đất nền,197,2,Đông Nam,1,2024,11.45
BDS_5324,Bình Dương,Chung cư,32,1,Đông Nam,4,2025,0.93
BDS_5325,Hà Nội,Nhà mặt phố,42,4,Chính Đông,2,2025,7.43
BDS_5326,TP. Hồ Chí Minh,Đất nền,259,1,Tây Bắc,11,2025,23.51
BDS_5327,Hà Nội,Đất nền,234,5,Đông Nam,4,2026,31.73
BDS_5328,Hà Nội,Đất nền,55,3,Tây Bắc,12,2025,7.9
BDS_5329,TP. Hồ Chí Minh,Đất nền,191,2,Chính Nam,3,2026,21.31
BDS_5330,TP. Hồ Chí Minh,Chung cư,168,2,Tây Bắc,9,2025,12.1
BDS_5331,Hà Nội,Biệt thự,318,2,Tây Nam,3,2024,50.87
BDS_5332,Hà Nội,Chung cư,242,2,Đông Nam,11,2025,18.28
BDS_5333,Hà Nội,Chung cư,242,4,Chính Nam,4,2025,14.79
BDS_5334,Hà Nội,Chung cư,324,5,Chính Đông,3,2025,17.91
BDS_5335,Bình Dương,Biệt thự,203,3,Tây Bắc,2,2024,36.02
BDS_5336,Bình Dương,Nhà mặt phố,239,3,Tây Nam,6,2025,15.97
BDS_5337,Hà Nội,Chung cư,71,1,Đông Nam,7,2024,3.4
BDS_5338,TP. Hồ Chí Minh,Chung cư,158,1,Đông Nam,12,2024,6.48
BDS_5339,Thái Nguyên,Chung cư,239,2,Tây Nam,3,2024,6.34
BDS_5340,Hà Nội,Nhà mặt phố,139,1,Tây Nam,7,2025,25.38
BDS_5341,Đà Nẵng,Chung cư,138,1,Chính Đông,11,2025,3.72
BDS_5342,Bình Dương,Nhà mặt phố,49,2,Chính Nam,10,2024,5.48
BDS_5343,Hà Nội,Đất nền,165,2,Tây Bắc,3,2026,14.68
BDS_5344,Hà Nội,Nhà mặt phố,145,1,Đông Nam,10,2024,22.36
BDS_5345,Bình Dương,Đất nền,200,3,Chính Nam,10,2025,11.67
BDS_5346,TP. Hồ Chí Minh,Chung cư,282,3,Đông Nam,2,2025,12.06
BDS_5347,Hà Nội,Chung cư,274,1,Đông Nam,12,2024,13.62
BDS_5348,Hà Nội,Đất nền,149,4,Chính Nam,1,2024,11.05
BDS_5349,TP. Hồ Chí Minh,Đất nền,231,5,Chính Đông,7,2025,34.32
BDS_5350,TP. Hồ Chí Minh,Nhà mặt phố,329,3,Tây Nam,7,2024,55.21
BDS_5351,TP. Hồ Chí Minh,Đất nền,141,1,Tây Bắc,3,2026,19.66
BDS_5352,Bình Dương,Nhà mặt phố,319,2,Tây Bắc,12,2025,37.34
BDS_5353,Hà Nội,Chung cư,291,5,Tây Bắc,7,2024,20.76
BDS_5354,TP. Hồ Chí Minh,Nhà mặt phố,332,3,Tây Nam,4,2026,34.04
BDS_5355,TP. Hồ Chí Minh,Chung cư,80,4,Tây Nam,2,2024,5.15
BDS_5356,TP. Hồ Chí Minh,Nhà mặt phố,264,5,Chính Đông,11,2024,50.25
BDS_5357,Hà Nội,Chung cư,50,1,Tây Nam,12,2025,1.64
BDS_5358,Bình Dương,Chung cư,237,4,Đông Nam,6,2024,10.48
BDS_5359,Đà Nẵng,Đất nền,280,4,Chính Nam,2,2025,15.63
BDS_5360,TP. Hồ Chí Minh,Chung cư,218,5,Tây Nam,12,2025,9.11
BDS_5361,TP. Hồ Chí Minh,Chung cư,45,3,Chính Nam,4,2024,2.06
BDS_5362,Hà Nội,Biệt thự,67,2,Chính Đông,10,2025,14.08
BDS_5363,TP. Hồ Chí Minh,Nhà mặt phố,301,1,Chính Đông,8,2024,36.74
BDS_5364,TP. Hồ Chí Minh,Nhà mặt phố,272,2,Tây Nam,5,2025,29.05
BDS_5365,TP. Hồ Chí Minh,Đất nền,140,1,Chính Nam,3,2026,10.06
BDS_5366,Bình Dương,Nhà mặt phố,220,4,Tây Bắc,12,2025,20.61
BDS_5367,TP. Hồ Chí Minh,Chung cư,312,4,Đông Nam,5,2024,17.26
BDS_5368,Hà Nội,Nhà mặt phố,33,1,Chính Nam,2,2025,6.23
BDS_5369,TP. Hồ Chí Minh,Đất nền,189,4,Tây Nam,1,2025,20.29
BDS_5370,Hà Nội,Đất nền,299,5,Đông Nam,10,2024,31.97
BDS_5371,Hà Nội,Chung cư,272,5,Chính Đông,2,2025,17.18
BDS_5372,Hà Nội,Chung cư,143,2,Chính Nam,1,2024,6.25
BDS_5373,TP. Hồ Chí Minh,Chung cư,144,3,Chính Đông,8,2025,7.01
BDS_5374,TP. Hồ Chí Minh,Nhà mặt phố,123,3,Tây Nam,12,2024,14.82
BDS_5375,TP. Hồ Chí Minh,Chung cư,257,2,Tây Nam,10,2025,11.64
BDS_5376,TP. Hồ Chí Minh,Đất nền,309,2,Đông Nam,6,2024,35.12
BDS_5377,TP. Hồ Chí Minh,Biệt thự,116,5,Chính Nam,1,2025,32.7
BDS_5378,Hà Nội,Nhà mặt phố,317,1,Tây Bắc,12,2025,54.93
BDS_5379,Đà Nẵng,Biệt thự,247,5,Chính Đông,4,2025,32.81
BDS_5380,Hà Nội,Chung cư,87,3,Chính Đông,6,2024,5.47
BDS_5381,Hà Nội,Đất nền,213,3,Chính Nam,8,2025,20.45
BDS_5382,TP. Hồ Chí Minh,Nhà mặt phố,305,2,Đông Nam,3,2024,49.87
BDS_5383,Hà Nội,Chung cư,255,5,Chính Nam,11,2025,12.37
BDS_5384,Hà Nội,Chung cư,159,2,Chính Đông,1,2026,8.67
BDS_5385,TP. Hồ Chí Minh,Nhà mặt phố,102,5,Tây Nam,10,2024,12.78
BDS_5386,TP. Hồ Chí Minh,Đất nền,330,4,Chính Đông,10,2024,21.01
BDS_5387,TP. Hồ Chí Minh,Đất nền,44,5,Đông Nam,9,2024,6.28
BDS_5388,Bình Dương,Nhà mặt phố,159,4,Chính Đông,8,2025,17.41
BDS_5389,TP. Hồ Chí Minh,Đất nền,222,5,Tây Nam,3,2026,28.42
BDS_5390,Đà Nẵng,Chung cư,114,1,Chính Nam,1,2026,6.88
BDS_5391,Hà Nội,Đất nền,326,3,Đông Nam,3,2025,19.14
BDS_5392,TP. Hồ Chí Minh,Nhà mặt phố,195,2,Đông Nam,3,2026,27.46
BDS_5393,Đà Nẵng,Chung cư,269,1,Tây Nam,4,2024,11.44
BDS_5394,TP. Hồ Chí Minh,Biệt thự,81,3,Đông Nam,4,2026,29.3
BDS_5395,TP. Hồ Chí Minh,Nhà mặt phố,150,4,Chính Nam,5,2024,25.14
BDS_5396,Hà Nội,Đất nền,79,2,Chính Nam,6,2025,6.64
BDS_5397,Hà Nội,Nhà mặt phố,305,3,Đông Nam,8,2025,52.57
BDS_5398,TP. Hồ Chí Minh,Biệt thự,115,2,Chính Đông,3,2026,28.71
BDS_5399,Hà Nội,Chung cư,46,1,Tây Nam,4,2026,2.81
BDS_5400,Đà Nẵng,Nhà mặt phố,91,3,Chính Nam,4,2025,6.54
BDS_5401,Hà Nội,Chung cư,335,2,Đông Nam,9,2025,27.05
BDS_5402,Bình Dương,Chung cư,92,4,Chính Nam,2,2024,3.12
BDS_5403,Bình Dương,Chung cư,190,4,Chính Đông,3,2025,8.3
BDS_5404,Hà Nội,Nhà mặt phố,161,5,Chính Đông,3,2026,17.8
BDS_5405,Hà Nội,Đất nền,152,5,Tây Nam,4,2024,13.23
BDS_5406,Thái Nguyên,Nhà mặt phố,222,2,Tây Bắc,8,2025,20.51
